00:00 xSpiderMan     : YO TEK
02:42 Sorlin         : ill do dead anything u ask
02:43 donabella09    : ...
02:43 Sorlin         : but only 1 thing
02:43 Sorlin         : :D
02:43 donabella09    : ...servant?~
02:43 Sorlin         : NO
02:43 donabella09    : YES!!!~
02:43 Sorlin         : anything else
02:43 donabella09    : nope
02:43 Sorlin         : no
02:43 donabella09    : u said anything else except for death
02:43 Sorlin         : AND THAT
02:44 donabella09    : u didnt say it in the beginning~
02:44 Sorlin         : WELP
02:44 Sorlin         : AND THAT
02:44 donabella09    : then slave~
02:44 Sorlin         : SAME DIF
02:44 donabella09    : nope~
02:44 Sorlin         : ANYHTING ELSE
02:45 donabella09    : mmmm...nuh uh
02:45 Sorlin         : wow
02:45 Sorlin         : xD i though of something
02:45 Sorlin         : but i wont tell
02:45 donabella09    : what?~
02:45 Sorlin         : nope
02:45 Sorlin         : not telling
02:45 donabella09    : cmon tell me ur idea~
02:45 Sorlin         : nope
02:45 donabella09    : i guess dungeon again for you~
02:45 Sorlin         : NO
02:45 donabella09    : then tell me~
02:45 Sorlin         : NO
02:46 Sorlin         : ITS WORST
02:46 Sorlin         : I WISH I DIDNT THINK IT
02:46 donabella09    : tick tock dungeon is here~
02:46 Sorlin         : NOT TELLING
02:46 donabella09    : i feel that u had an inapporiate idea X3
02:46 Sorlin         : NOT GUNNA SAY ANYTHING
02:47 Sorlin         : no its not
02:47 donabella09    : u sure?~
02:47 Sorlin         : its just evil that can be used agienst me
02:47 donabella09    : hmm~
02:47 Sorlin         : not saying
02:47 donabella09    : sorrest~
02:47 Sorlin         : ...
02:48 donabella09    : hehe~
02:48 Sorlin         : wat
02:48 Sorlin         : ...
02:48 donabella09    : dont worry i have an idea~
02:48 donabella09    : hehe~
02:48 Sorlin         : oh god
02:48 Sorlin         : im worryed
02:48 donabella09    : u could of told me ur idea but u chose this path now~
02:48 Sorlin         : O.O
02:49 donabella09    : hehe~
02:49 Sorlin         : wat path
02:49 donabella09    : dont worry~
02:49 Sorlin         : ...
02:49 Sorlin         : tell me
02:49 donabella09    : nuh uh~
02:49 Sorlin         : please
02:50 donabella09    : mmmm nu~
02:50 Sorlin         : ill give u a pay raise
02:50 Sorlin         : ill give u a pay raise!
02:51 Sorlin         : want dat
02:52 Sorlin         : ?
02:53 Sorlin         : ...
02:54 Sorlin         : .
02:57 donabella09    : hehe~
02:58 donabella09    : dont worry sorlin~ ull see my choice in action when someone gets on~
02:59 Sorlin         : uhh
02:59 donabella09    : X3
03:00 donabella09    : so hows life?
03:00 Sorlin         : ...
03:00 Sorlin         : im worryed
03:01 donabella09    : hehe~ X3
03:01 donabella09    : that was ur fault for not telling me ur idea~
03:01 Sorlin         : tell meee
03:01 donabella09    : nuh uh
03:02 Sorlin         : Pleeeeeeeeeeeeeeeaseee
03:02 donabella09    : tell me urs first then i tell u mine
03:02 Sorlin         : xD mine was just make me give u a cookie :D
03:02 donabella09    : screw chu :P
03:02 Sorlin         : i wanted to see ur reaction
03:02 Sorlin         : to a secret
03:03 Sorlin         : now u tell urs
03:03 donabella09    : oh mines worse X3
03:03 Sorlin         : tell me
03:03 donabella09    : but anyways it was me asking tiki if he can let me tp people to me then i can force u and forrest to
03:03 donabella09    : marry!~
03:03 Sorlin         : ...
03:04 donabella09    : hehe~
03:04 Sorlin         : no
03:04 Sorlin         : just
03:04 Sorlin         : no
03:04 donabella09    : yes yes yes~
03:04 Sorlin         : NO...
03:04 Sorlin         : JUST NO
03:04 donabella09    : :3
03:05 Sorlin         : NO
03:05 donabella09    : X3
03:05 Sorlin         : not gunna
03:06 Sorlin         : NO
03:06 donabella09    : faking wifi T^T
03:06 donabella09    : yes yes yes!
03:06 Sorlin         : NOPE
03:07 Sorlin         : I WONT
03:07 donabella09    : we'll see about that
03:07 Sorlin         : NO
03:07 donabella09    : i even put in spidey into this plan X3
03:07 Sorlin         : NOPE
03:07 Sorlin         : III WONT
03:07 donabella09    : yes u will!~
03:07 Sorlin         : NUT UH
03:08 donabella09    : all right
03:08 Sorlin         : WONT
03:08 donabella09    : mmmk
03:08 Sorlin         : UNT UH
03:08 Sorlin         : i wonnt
03:09 donabella09    : mk love bird
03:09 Sorlin         : -_-
03:09 Sorlin         : im not gunna
03:09 donabella09    : X3
03:09 donabella09    : yes u r!~
03:09 Sorlin         : nope
03:09 donabella09    : i can just mute u guys for the wedding
03:09 Sorlin         : I WONT DO IT
03:09 donabella09    : and make someone else do /speak X3
03:10 donabella09    : hehe~
03:10 xSpiderMan     : Who wants 2 play lazer tag?
03:10 donabella09    : right on time~ X3
03:10 xSpiderMan     : Nobody? :-:
03:10 donabella09    : lazer tag?
03:10 xSpiderMan     : Mhm
03:10 Sorlin         : UGH
03:10 Sorlin         : SAVE ME
03:10 donabella09    : is that a new minigame?
03:11 xSpiderMan     : No
03:11 xSpiderMan     : I know how we could work it out tho
03:11 xSpiderMan     : You would get a hero with lasers
03:11 donabella09    : anyways
03:11 xSpiderMan     : Like superman, goku, manhunter, etc
03:11 donabella09    : SPIDEY!!!
03:11 xSpiderMan     : ?
03:11 donabella09    : i gots a plan
03:11 xSpiderMan     : ?
03:11 xSpiderMan     : I added a taco truck
03:11 xSpiderMan     : :D
03:11 donabella09    : /msg xspider ok will u help me marry forrest and sorlin? 
03:11 xSpiderMan     : I also changed my skin to the skin I made myself
03:11 xSpiderMan     : /r DUDE 
03:12 donabella09    : /r ? 
03:12 xSpiderMan     : /R IS DIRT BROWN? 
03:12 xSpiderMan     : /R OF COURSE I WILL 
03:12 donabella09    : /r XD 
03:12 xSpiderMan     : /R THEY WERE TRYING TO SET ME UP WITH FORREST 
03:12 xSpiderMan     : /r Reason my nick is Forlineo is because I gave leo, sorlin, and forrest a ship name. 
03:12 Sorlin         : SAVE ME SPIDEY
03:12 xSpiderMan     : Sure :)
03:12 Sorlin         : HALP
03:12 donabella09    : /r ok all i have to do is to ask tiki if he will allow me tp people to me and we be good 
03:13 xSpiderMan     : Forlineo :)
03:13 Sorlin         : HALLLP
03:13 xSpiderMan     : /r WAIT 
03:13 donabella09    : X3
03:13 donabella09    : /r ? 
03:13 Sorlin         : BAD DONA
03:13 xSpiderMan     : /r We could watch him get tortured XD 
03:13 donabella09    : im a good dona
03:13 Sorlin         : NO
03:13 donabella09    : im trying to get u out of the lonely club
03:13 Sorlin         : NO
03:13 xSpiderMan     : Forrst and Sorlin
03:13 Sorlin         : I LIKE THE CLUB
03:13 xSpiderMan     : Sorrest
03:13 donabella09    : /r idk how that will work 
03:13 Sorlin         : STAHP NOO
03:13 xSpiderMan     : What should Sorlin and Forrest's ship name be?
03:14 xSpiderMan     : Forlin?
03:14 xSpiderMan     : Sorrest?
03:14 donabella09    : hmm
03:14 xSpiderMan     : I like Forlin.
03:14 donabella09    : forlin is short
03:14 donabella09    : yup
03:14 Sorlin         : HALPPP
03:14 xSpiderMan     : Forlin it is
03:14 donabella09    : nice
03:14 xSpiderMan     : Leo + Forrest + Sorlin = Forlineo
03:14 Sorlin         : HELP
03:14 xSpiderMan     : c
03:14 xSpiderMan     : cx x*
03:14 xSpiderMan     : cx *
03:14 donabella09    : X3
03:15 donabella09    : dont worry sorlin~ we're helping u out~
03:15 Sorlin         : NO
03:15 xSpiderMan     : We are
03:15 donabella09    : X3
03:15 Sorlin         : NOO
03:15 xSpiderMan     : Dona
03:15 donabella09    : ?
03:16 xSpiderMan     : They also tried setting me up with u
03:16 donabella09    : ...ew
03:16 xSpiderMan     : ikr
03:16 donabella09    : wb
03:16 xSpiderMan     : Wb :)
03:16 Sorlin         : HALP
03:16 xSpiderMan     : Hello Forlin
03:16 Sorlin         : NO
03:16 donabella09    : X3
03:16 Sorlin         : I DONT WANNA
03:16 Sorlin         : I LIKE THE LONLEY PEOPLES CLUB
03:17 donabella09    : dont worry sorlin we wil help u out to be happy
03:17 Sorlin         : NO
03:17 xSpiderMan     : I am in the lonely club
03:17 donabella09    : :O
03:17 xSpiderMan     : jk
03:17 donabella09    : dammit
03:17 xSpiderMan     : jk
03:17 xSpiderMan     : I am o.O
03:17 donabella09    : :o
03:17 donabella09    : spidlin
03:17 donabella09    : :3
03:17 Sorlin         : EW
03:17 Sorlin         : NO
03:18 xSpiderMan     : No dona
03:18 donabella09    : XD
03:18 xSpiderMan     : I like Sporlin
03:18 donabella09    : XD
03:18 Sorlin         : EW
03:18 donabella09    : yea that sounds better
03:18 xSpiderMan     : Yea, I like sporlin
03:18 donabella09    : sporlin~
03:18 Sorlin         : NO
03:18 Sorlin         : ID RATHER NOT
03:18 donabella09    : :o u guys should get married rn
03:18 Forrest_MC     : connected with an iPhone using MineChat
03:18 donabella09    : wb
03:18 Sorlin         : NO
03:19 Sorlin         : AGHHH
03:19 Forrest_MC     : I WAS SUMMONED
03:19 donabella09    : SPORLIN!!!
03:19 Sorlin         : HALP
03:19 xSpiderMan     : SPORLIN
03:19 xSpiderMan     : Im changing my name to Forlineo
03:19 donabella09    : GUYS ITS TIME!!!
03:19 Sorlin         : SAVE ME
03:19 Forrest_MC     : What am I missing?
03:19 Sorlin         : NO
03:19 Sorlin         : NO
03:19 donabella09    : i need to marry u sorlin and spidey
03:19 Sorlin         : EWW
03:19 xSpiderMan     : I approve
03:19 donabella09    : it gotta work :3
03:19 Sorlin         : IM OUT
03:20 donabella09    : ok then its settled
03:20 xSpiderMan     : If sorlin leaves, me and forrest xD
03:20 donabella09    : sporlin it is
03:20 donabella09    : XD
03:20 xSpiderMan     : Sporrest?
03:20 Sorlin         : EW
03:20 Sorlin         : NO
03:20 xSpiderMan     : XD
03:20 donabella09    : forley
03:20 Forrest_MC     : ...
03:20 Sorlin         : I DONT THINK THATS HOW IT WORKS
03:20 donabella09    : forler?
03:20 xSpiderMan     : Forley it is
03:20 donabella09    : k
03:20 Sorlin         : HALP
03:20 Forrest_MC     : IM NOT MARRYING TWO PEOPLE
03:20 xSpiderMan     : I like Forley tho
03:20 donabella09    : I GOT DIS!!! XD
03:20 Forrest_MC     : WHY TWO
03:20 Sorlin         : HELP
03:21 donabella09    : k
03:21 donabella09    : its ur name in it so :P
03:21 xSpiderMan     : kk so
03:21 xSpiderMan     : Marry meh forrest X
03:21 Forrest_MC     : . i do
03:21 Sorlin         : DONA IM PRETTY SURE U CAN ONLY MARRY 1 PERSON AT A TIME
03:21 Forrest_MC     : ....
03:21 donabella09    : ...
03:21 Sorlin         : IM OUT
03:21 Forrest_MC     : STAPH
03:21 Sorlin         : PEACCCCCCE
03:21 donabella09    : GUYSU CAN BE MARRY THREE WAY!!!
03:22 Sorlin         : EW
03:22 xSpiderMan     : Dona may I speak?
03:22 donabella09    : that actually happened before in reality so LETS DO IT!!! and yea
03:22 xSpiderMan     : kk
03:22 xSpiderMan     : ghhg
03:22 Forrest_MC     : It can be a healthy relationship actually, between three people.
03:22 Sorlin         : HALP
03:22 xSpiderMan     : lemme speak now
03:22 Donald_JTrump  : SUP BITCHES
03:22 Sorlin         : TRUMP
03:22 donabella09    : wb
03:22 Sorlin         : STOP UR WIFE
03:22 donabella09    : ?
03:22 Donald_JTrump  : What happened sorlin?
03:22 Sorlin         : SHES EVIL
03:22 Forrest_MC     : Dona is going crazy.
03:22 donabella09    : im shipping him with other peoples X3
03:23 Forrest_MC     : TRYING TO GET ME TO MARRY SORLIN AND SPIDEY
03:23 xSpiderMan     : No
03:23 donabella09    : ....
03:23 donabella09    : nah
03:23 xSpiderMan     : Sorlin aint part of it
03:23 Forrest_MC     : OR WHOMEVEE
03:23 donabella09    : XD
03:23 xSpiderMan     : <3
03:23 Sorlin         : EW
03:23 Forrest_MC     : XD
03:23 xSpiderMan     : ima be honest
03:23 Sorlin         : SPIDEY IS WEIRD
03:23 xSpiderMan     : I will marry any1
03:23 donabella09    : ...
03:23 donabella09    : SPORLIN!!! :DDD
03:23 xSpiderMan     : Only if it isnt sorlin
03:23 xSpiderMan     : Nu
03:23 Forrest_MC     : XD
03:23 donabella09    : ...
03:23 donabella09    : well sht
03:23 xSpiderMan     : Sporrest
03:23 Sorlin         : EWW
03:24 donabella09    : tiki?
03:24 Forrest_MC     : I'm in love with my pillow though..
03:24 Donald_JTrump  : Same
03:24 donabella09    : ....
03:24 Sorlin         : HALP
03:24 donabella09    : well sht
03:24 Sorlin         : TO MANY PHYSCOS
03:24 xSpiderMan     : TACO TRUCK
03:24 donabella09    : XD
03:24 xSpiderMan     : DONA
03:24 donabella09    : wut?
03:24 xSpiderMan     : I OFFICIALLY ANNOUNCE
03:24 xSpiderMan     : THIS TACO TRUCK IS UNDER NEW MANAGMENT
03:24 xSpiderMan     : DONA!!!
03:24 Forrest_MC     : XD
03:25 Donald_JTrump  : brb
03:25 donabella09    : what?
03:25 xSpiderMan     : u own both trucks
03:25 xSpiderMan     : Ice cream and taco
03:25 donabella09    : ...
03:25 donabella09    : i want the ice cream truck only
03:25 xSpiderMan     : k
03:25 xSpiderMan     : I will have teh taco
03:25 donabella09    : YEA!!
03:25 Forrest_MC     : We have an ice cream truck? And a taco truck?!
03:25 donabella09    : yup
03:25 Forrest_MC     : Why wasn't I informed?!
03:25 Sorlin         : DONA
03:26 Sorlin         : IS FORREST MARRYING SPIDEY OR WAT
03:26 Forrest_MC     : Wat
03:26 xSpiderMan     : Im marring knifey
03:26 Forrest_MC     : ITS THE OR WAT
03:26 donabella09    : ...
03:26 Forrest_MC     : XD
03:26 donabella09    : but knifey hates chu
03:26 xSpiderMan     : jk guys im gonna marry knifey's sister named Missy
03:26 Forrest_MC     : ...XD
03:26 donabella09    : i feel like thats mistie <.<
03:27 Sorlin         : YES
03:27 xSpiderMan     : k erm
03:27 Sorlin         : SPIDEY AND MISTIE
03:27 xSpiderMan     : her name will be
03:27 Forrest_MC     : Sorlin, am I still needed?
03:27 Sorlin         : IDK
03:27 Sorlin         : DONA IS SHE NEEDED
03:27 donabella09    : NU UR USELESS AS OF RN!!!
03:27 Sorlin         : YAY
03:27 Forrest_MC     : Kay.
03:27 Forrest_MC     : XD
03:27 Sorlin         : IM STILL IN THE LONLEY CLUB
03:27 xSpiderMan     : THe sister is named Lady Knife-O
03:27 Sorlin         : WOOT
03:27 donabella09    : ms knifey hates everyone so .-.
03:28 xSpiderMan     : Lady Knife doesnt hto
03:28 Sorlin         : HA DONA, STILL IN THE LONEY CLUB
03:28 xSpiderMan     : i do
03:28 donabella09    : ....
03:28 xSpiderMan     : k I am not lonely anymore I married lady knife
03:28 Sorlin         : SO HA
03:28 xSpiderMan     : FORREST AND SORLIN
03:28 Sorlin         : NO
03:28 xSpiderMan     : ONLY LONELY PEOPLE LEFT
03:28 donabella09    : sorlin
03:28 xSpiderMan     : Forlin
03:28 Sorlin         : WHAT DONA
03:28 donabella09    : sorlin + leo = leolin
03:29 Sorlin         : EW
03:29 Sorlin         : NO
03:29 Sorlin         : ANNY ONE ELSE
03:29 Sorlin         : BUT NOT REALLY
03:29 xSpiderMan     : I gave Leo, Sorlin, and forrest a ship name
03:29 donabella09    : cmon just be gay for once XD
03:29 xSpiderMan     : <--
03:29 Sorlin         : NO
03:29 Sorlin         : EWW
03:29 xSpiderMan     : <- *
03:29 donabella09    : lineo?
03:29 Sorlin         : EWWWWWWWW
03:29 Sorlin         : NO
03:29 Sorlin         : ANYONE ELSE?
03:29 donabella09    : ...
03:29 xSpiderMan     : Sorlin and mistie?
03:29 xSpiderMan     : Sistie?
03:29 Sorlin         : EWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW
03:29 xSpiderMan     : Morlin?
03:29 Sorlin         : EWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW
03:30 donabella09    : but mistie isnt on anymore
03:30 xSpiderMan     : oh ye
03:30 Sorlin         : TRUMP
03:30 xSpiderMan     : Der ship name will be Morlin tho
03:30 Sorlin         : CALL OFF UR WIFE
03:30 xSpiderMan     : dona
03:30 donabella09    : i mean like i just divorce trump and all that sht
03:30 xSpiderMan     : U divorced him?
03:30 Forrest_MC     : connected with an iPhone using MineChat
03:30 donabella09    : wb
03:30 donabella09    : no
03:30 Sorlin         : SAVE ME
03:30 xSpiderMan     : oh
03:30 Forrest_MC     : summoned again
03:30 donabella09    : i said that i could
03:30 Sorlin         : SAVE MEEEE
03:30 xSpiderMan     : No dona
03:30 Forrest_MC     : What did I missy
03:30 Forrest_MC     : *miss?
03:30 xSpiderMan     : I need 2 give u da papers first lady
03:30 Sorlin         : SAVEE ME
03:30 xSpiderMan     : becuz i got u guys married
03:30 donabella09    : ....
03:31 Sorlin         : SAVVE ME
03:31 Forrest_MC     : What's happening?!
03:31 donabella09    : shipping
03:31 Sorlin         : THEY'RE TRYING TO SHIP ME WITH PPL
03:31 Sorlin         : SO SAVE ME
03:31 Forrest_MC     : Have fun.
03:31 Sorlin         : NO
03:31 Sorlin         : SAVE ME
03:31 Forrest_MC     : I was shipped earlier.
03:31 donabella09    : WELL WE'RE TRYINGHELP U NOT BE A LONELY CAT MAN!!!
03:31 xSpiderMan     : IKR
03:31 Sorlin         : xD
03:31 donabella09    : GAWD DAMMIT!!! BE GRATEFUL!!!
03:31 Sorlin         : SORLIN = MAD AT DNA
03:32 Sorlin         : DONA
03:32 donabella09    : WE R SAVING UR ASS FROM CATS!!
03:32 Sorlin         : AGH
03:32 xSpiderMan     : dona dis is lady knife-o
03:32 Forrest_MC     : *Error* *Error* Forever Alone *Error*
03:32 donabella09    : DO U WANT TO BE SURROUNDED BY FAKING CATS?!?!
03:32 Sorlin         : I HATE CATS
03:32 donabella09    : ms knifey tells me that shes hates knife o
03:32 Forrest_MC     : YOU HAVE A CAT
03:32 donabella09    : WE DONT KNOW THAT FOR SURE!!!! MAYBE UR LYING SORLIN!!!
03:33 Sorlin         : I HAVE 2 AND HATE THEM
03:33 Forrest_MC     : HE LOVES HIS CAT
03:33 Forrest_MC     : BOTH OF THEM
03:33 Sorlin         : HATE DEM
03:33 donabella09    : U SECRETLY LOVE BOTH OF THEM GAWD DAMMIT!!!
03:33 Forrest_MC     : EVEN THOUGH THEY BREAK HIS STUFF
03:33 donabella09    : THIS WHY ME AN SPDIEY R HELPING U!!!
03:33 Sorlin         : SAVE ME THATS WHY I SUMMONED U
03:33 Forrest_MC     : Can I help too?
03:33 Forrest_MC     : XD
03:33 donabella09    : sure forrest
03:33 Sorlin         : NO
03:33 donabella09    : we need alot of help XD
03:34 Sorlin         : STAHP
03:34 xSpiderMan     : wait
03:34 Forrest_MC     : there's no turning back!
03:34 donabella09    : SEE EVEN FORREST AGREES U NEED A LADY FRIEND!!! T^T
03:34 xSpiderMan     : Dona
03:34 donabella09    : ?
03:34 Sorlin         : HELP
03:34 Sorlin         : I WANNA STAY ALONE
03:34 xSpiderMan     : you have not officially married trump dons
03:34 xSpiderMan     : dona *
03:34 xSpiderMan     : you never got a ring
03:34 donabella09    : yea i did .-.
03:34 Forrest_MC     : XD
03:34 xSpiderMan     : trump didnt :3
03:35 donabella09    : well i didnt know he needed a ring .-.
03:35 Sorlin         : I WANNA STAY ALONE! I LIKE THE CLUB!
03:35 donabella09    : ill give him a ring rn .-.
03:35 xSpiderMan     : k den
03:35 Forrest_MC     : Forever Alone Club?
03:35 Sorlin         : YEA
03:35 Forrest_MC     : Yeah, they told me I'm not leaving.
03:35 xSpiderMan     : I added seats
03:35 donabella09    : there
03:36 Sorlin         : I WANNA STAY ALONE DONA
03:36 Forrest_MC     : Seats?
03:36 donabella09    : NU SORLIN!!! GAWD DAMMIT!! T^T
03:36 Sorlin         : I WANNA STAY SOLO
03:36 donabella09    : too faking bad!
03:36 Sorlin         : NO
03:36 Sorlin         : I DONT LIKE BEING SHIPED
03:36 donabella09    : TOO BAD I GOT SHIPPED AND NOW IM MARRIED!!! T^T
03:37 Forrest_MC     : THATS HALF THE REASON WE DO IT
03:37 Forrest_MC     : XD
03:37 Sorlin         : UGHHH
03:37 donabella09    : XD
03:37 Forrest_MC     : I escaped marriage for one day, so far. Whew.
03:37 donabella09    : yea
03:37 donabella09    : spidey already married knife o so
03:37 Forrest_MC     : Really? XD
03:37 donabella09    : i guess ur good .... for now <.<
03:37 donabella09    : yea
03:37 xSpiderMan     : No dona
03:38 Sorlin         : YEAS IM STILL SOLO
03:38 donabella09    : ?
03:38 xSpiderMan     : I can marry more then 1 person
03:38 donabella09    : oh sht he wants a threesome XD
03:38 xSpiderMan     : Knifely is the other sister
03:38 donabella09    : XD
03:38 Forrest_MC     : connected with an iPhone using MineChat
03:38 donabella09    : wb
03:38 xSpiderMan     : I DO
03:38 Forrest_MC     : Crap, the app crashed. What'd I miss?
03:38 xSpiderMan     : k I marrie both sisters
03:39 xSpiderMan     : Knifely and Knife-o
03:39 Forrest_MC     : XD
03:39 xSpiderMan     : jk Im gonna divorce knife-o
03:39 Sorlin         : IM STILL SOLO
03:39 Sorlin         : WOOT
03:39 Sorlin         : GUNNA GO LOOK AT GOOGLE NOW
03:39 Sorlin         : . I LOVE U FORREST MARRY ME
03:39 donabella09    : :o
03:39 Sorlin         : EWW
03:39 Sorlin         : NO
03:39 donabella09    : SOMEONE MAKE HER SPEAK!!!
03:40 Sorlin         : . FORREST, WILL CHU MAKE ME THE HAPPIEST MAN ALIVE, AND....
03:40 Forrest_MC     : XD
03:40 Forrest_MC     : NO
03:40 Forrest_MC     : STAPH
03:40 Forrest_MC     : SMSJSJSBSJS
03:40 Forrest_MC     : WHEJAJKAAN
03:40 Sorlin         : STAP
03:40 Sorlin         : . Marry me?
03:40 Forrest_MC     : . YES OF COURSE
03:40 Forrest_MC     : NO
03:40 Forrest_MC     : EHAJAVAN
03:40 Forrest_MC     : WHY
03:40 donabella09    : SORLIN GET THE MOFO DIAMOND RING!!! T^T
03:40 Forrest_MC     : . NO? I MEAN NO WAY!
03:40 Forrest_MC     : XD
03:40 donabella09    : XD
03:40 donabella09    : im not doing this
03:40 donabella09    : i dont have /speak so XD
03:41 Forrest_MC     : I'm apparently very bipolar.
03:41 donabella09    : .....
03:41 Forrest_MC     : . Pls sorlin actually marry me tho fk me
03:41 Forrest_MC     : HEISHSSB
03:41 Forrest_MC     : WHAT
03:41 donabella09    : XD
03:41 Sorlin         : BAK
03:41 Forrest_MC     : HOLD UP
03:41 Forrest_MC     : NO
03:41 donabella09    : XD
03:41 Forrest_MC     : I WOULD NEVER SAY THAT
03:41 Sorlin         : HALP
03:41 Sorlin         : WAT
03:41 Sorlin         : HALLLLLLLLLLLLLLP
03:41 Forrest_MC     : . I have our future ready! Child 1 is Jim, Child 2 is Sorlin Jr!
03:41 donabella09    : XD
03:41 Forrest_MC     : SCARED
03:41 Forrest_MC     : HEISBSSB
03:41 Sorlin         : . I LOVE IT! LETS FK NOW
03:41 Forrest_MC     : SCARRED
03:41 Forrest_MC     : STAPH
03:42 Forrest_MC     : -jumps into hell-
03:42 Sorlin         : . WE WILL FK IN HELL!
03:42 Forrest_MC     : NO
03:42 donabella09    : XD
03:42 Forrest_MC     : STAY OUT OF MY HOME
03:42 Sorlin         : BAK AGAIN
03:42 donabella09    : u guys will get too hot in hell
03:42 Sorlin         : STAPH
03:42 Forrest_MC     : . PLEASE SLEEP WITH ME PLS 1ST TIME I SAW U, I SAW A HUGE STICK PLS ITS POPSICLE
03:43 donabella09    : XD
03:43 Forrest_MC     : AHHHHHH
03:43 Forrest_MC     : I CRIES
03:43 Forrest_MC     : EVRY NIGT
03:43 Sorlin         : . YES YES YES~!!!! IS LIKE 2 SUK POPSICLE 2!!! PLS PLS
03:43 Forrest_MC     : PLEASEEER STAPH
03:43 xSpiderMan     : /msg Dona tpa 2 forrest 
03:43 Forrest_MC     : ILL DO ANYTHING
03:43 donabella09    : /r XD 
03:43 donabella09    : /r i can she has it ban 
03:43 Sorlin         : STAO
03:43 donabella09    : /r cant* 
03:43 Forrest_MC     : . PLEASE STOP PLS DONT JIGGLE THAT
03:43 Sorlin         : BAK
03:43 Sorlin         : EWW
03:43 xSpiderMan     : /r :-: 
03:44 donabella09    : /r yea she banned her self from tpa XD 
03:44 Sorlin         : . FK YES I JUST FKED HER IN BED
03:44 donabella09    : hey sorlin~ ready fpr the wedding?
03:44 Sorlin         : JUST STOP
03:44 donabella09    : XD
03:44 Sorlin         : NO
03:44 Sorlin         : JUST NO
03:44 Sorlin         : . OH, SHE WANTS MORE!!!! I NEED TO GO MAKE HER SUCK MORE POPSICLE!!!
03:44 Sorlin         : STAHP
03:44 donabella09    : XD
03:44 Sorlin         : DONA
03:44 Sorlin         : NOW
03:44 donabella09    : thats not me XD
03:44 Sorlin         : SPIDEY
03:44 xSpiderMan     : /r he dunt know its meh 
03:44 Sorlin         : STOP
03:44 donabella09    : /r XD 
03:44 xSpiderMan     : /r tell him it is trump 
03:44 donabella09    : its meh hubby doing it XD
03:45 Sorlin         : . SPIDEY PLS GIVE US PRIVACY OOOOOOOOOO YES SHE BIT IT!!!
03:45 Sorlin         : SPIDEY
03:45 donabella09    : XD
03:45 Sorlin         : stop
03:45 Sorlin         : now
03:45 Sorlin         : . I HAVE NAMED MYSELF FORLIN YAS FK
03:45 donabella09    : XD
03:46 Sorlin         : STOP
03:46 Sorlin         : SPIDEY
03:46 Sorlin         : . MY MOM SPOTTED ME
03:46 Sorlin         : SPIDEY
03:46 xSpiderMan     : /r Tell him "ITS TRUMP HE TOLD ME" 
03:46 donabella09    : /r XD 
03:46 donabella09    : its trump he told me he was doing it
03:46 Sorlin         : -_-
03:46 donabella09    : /r XD 
03:46 donabella09    : /r he doesnt even faking believe it for one second XD 
03:46 Sorlin         : just stop
03:46 Sorlin         : . TRUMP OOOO PLS PLS PLS
03:47 Sorlin         : STOP NOW
03:47 Sorlin         : . Forrest, trump will join us
03:47 Forrest_MC     : connected with an iPhone using MineChat
03:47 Sorlin         : STAHP
03:47 donabella09    : D
03:47 Sorlin         : SAVE ME
03:47 donabella09    : XD
03:47 Forrest_MC     : I can't believe I came back
03:47 Sorlin         : . YES IM SO HAPPY NOW BECAUSE TRUMP JOINED US IN FKING
03:47 Forrest_MC     : OH MY GOD
03:47 Sorlin         : . YAS IM BEING SUCKED ON X2
03:47 Sorlin         : STOP
03:47 Forrest_MC     : WHO IS DOING THISSSSS
03:47 donabella09    : XD
03:47 Sorlin         : SPIDEY
03:47 Forrest_MC     : SPIDET
03:48 Forrest_MC     : LITTLE BUTTHURT TURD
03:48 Forrest_MC     : YOUR JUST JEALOUS THAT I HAVE A BETTER SKIN :P
03:48 Sorlin         : . THEY SUCKED SO HEARD THEY DIED AND NOW MY DICK MELTING I DIED 2 RIP
03:48 xSpiderMan     : . DONA I LUV YOU AND I JUST WANT TO RUN AWAY WITH U
03:48 donabella09    : XD
03:48 xSpiderMan     : XD I love /speak
03:48 Forrest_MC     : this is so painful
03:49 xSpiderMan     : . DONA GIVE UP TRUMP AND COME TO ME
03:49 xSpiderMan     : YAS
03:49 xSpiderMan     : . DONA GIVE UP TRUMP AND COME TO MEE!
03:49 xSpiderMan     : OMG
03:49 xSpiderMan     : HE HAS POPSICLE NOW
03:50 Sorlin         : ?
03:50 xSpiderMan     : Why not, why not play along.
03:50 Sorlin         : cause ur retarded
03:50 xSpiderMan     : Nope <3
03:50 Sorlin         : yep
03:51 Forrest_MC     : XD
03:51 Sorlin         : SOMEONE SAVE ME FROM THIS TORTURE
03:51 Forrest_MC     : At least he's married.
03:51 xSpiderMan     : ikr
03:51 xSpiderMan     : Lonely ass
03:51 Sorlin         : who?
03:52 Forrest_MC     : have I become useless again?
03:52 Sorlin         : I WANNA STAY SOLO :D
03:52 xSpiderMan     : Sorlin, your lucky
03:52 Forrest_MC     : Why?
03:52 Sorlin         : BECAUSE
03:52 Sorlin         : SOLO
03:52 xSpiderMan     : I could've done worse
03:52 Forrest_MC     : XD
